currency,datetime_UTC,timestamp_UTC,price_USD,key
ada,2020-06-30 10:00:00,1593511200,0.08334,1593511200ada
ada,2020-06-30 11:00:00,1593514800,0.08349,1593514800ada
ada,2020-06-30 12:00:00,1593518400,0.08266,1593518400ada
ada,2020-06-30 13:00:00,1593522000,0.08313999999999999,1593522000ada
ada,2020-06-30 14:00:00,1593525600,0.0835,1593525600ada
ada,2020-06-30 15:00:00,1593529200,0.084,1593529200ada
ada,2020-06-30 16:00:00,1593532800,0.08374,1593532800ada
ada,2020-06-30 17:00:00,1593536400,0.0831,1593536400ada
ada,2020-06-30 18:00:00,1593540000,0.08302000000000001,1593540000ada
ada,2020-06-30 19:00:00,1593543600,0.08335,1593543600ada
ada,2020-06-30 20:00:00,1593547200,0.08373,1593547200ada
ada,2020-06-30 21:00:00,1593550800,0.08399,1593550800ada
ada,2020-06-30 22:00:00,1593554400,0.08323,1593554400ada
ada,2020-06-30 23:00:00,1593558000,0.08369,1593558000ada
ada,2020-07-01 00:00:00,1593561600,0.08327000000000001,1593561600ada
ada,2020-07-01 01:00:00,1593565200,0.08375,1593565200ada
ada,2020-07-01 02:00:00,1593568800,0.08344,1593568800ada
ada,2020-07-01 03:00:00,1593572400,0.08345,1593572400ada
ada,2020-07-01 04:00:00,1593576000,0.08376,1593576000ada
ada,2020-07-01 05:00:00,1593579600,0.08401,1593579600ada
ada,2020-07-01 06:00:00,1593583200,0.08359,1593583200ada
ada,2020-07-01 07:00:00,1593586800,0.08358,1593586800ada
ada,2020-07-01 08:00:00,1593590400,0.08427,1593590400ada
ada,2020-07-01 09:00:00,1593594000,0.0841,1593594000ada
ada,2020-07-01 10:00:00,1593597600,0.08411,1593597600ada
ada,2020-07-01 11:00:00,1593601200,0.08431,1593601200ada
ada,2020-07-01 12:00:00,1593604800,0.08676,1593604800ada
ada,2020-07-01 13:00:00,1593608400,0.08843,1593608400ada
ada,2020-07-01 14:00:00,1593612000,0.08862,1593612000ada
ada,2020-07-01 15:00:00,1593615600,0.08988,1593615600ada
ada,2020-07-01 16:00:00,1593619200,0.09395,1593619200ada
ada,2020-07-01 17:00:00,1593622800,0.09324,1593622800ada
ada,2020-07-01 18:00:00,1593626400,0.09308999999999999,1593626400ada
ada,2020-07-01 19:00:00,1593630000,0.09306,1593630000ada
ada,2020-07-01 20:00:00,1593633600,0.09176000000000001,1593633600ada
ada,2020-07-01 21:00:00,1593637200,0.09381,1593637200ada
ada,2020-07-01 22:00:00,1593640800,0.09417,1593640800ada
ada,2020-07-01 23:00:00,1593644400,0.09764,1593644400ada
ada,2020-07-02 00:00:00,1593648000,0.09525,1593648000ada
ada,2020-07-02 01:00:00,1593651600,0.09735,1593651600ada
ada,2020-07-02 02:00:00,1593655200,0.09682,1593655200ada
ada,2020-07-02 03:00:00,1593658800,0.0964,1593658800ada
ada,2020-07-02 04:00:00,1593662400,0.09498,1593662400ada
ada,2020-07-02 05:00:00,1593666000,0.09462000000000001,1593666000ada
ada,2020-07-02 06:00:00,1593669600,0.09573999999999999,1593669600ada
ada,2020-07-02 07:00:00,1593673200,0.09618,1593673200ada
ada,2020-07-02 08:00:00,1593676800,0.0959,1593676800ada
ada,2020-07-02 09:00:00,1593680400,0.09464,1593680400ada
ada,2020-07-02 10:00:00,1593684000,0.09387000000000001,1593684000ada
ada,2020-07-02 11:00:00,1593687600,0.09373,1593687600ada
ada,2020-07-02 12:00:00,1593691200,0.09455,1593691200ada
ada,2020-07-02 13:00:00,1593694800,0.09635,1593694800ada
ada,2020-07-02 14:00:00,1593698400,0.09505,1593698400ada
ada,2020-07-02 15:00:00,1593702000,0.09101000000000001,1593702000ada
ada,2020-07-02 16:00:00,1593705600,0.09041,1593705600ada
ada,2020-07-02 17:00:00,1593709200,0.09269,1593709200ada
ada,2020-07-02 18:00:00,1593712800,0.09251000000000001,1593712800ada
ada,2020-07-02 19:00:00,1593716400,0.092,1593716400ada
ada,2020-07-02 20:00:00,1593720000,0.09387000000000001,1593720000ada
ada,2020-07-02 21:00:00,1593723600,0.09486,1593723600ada
ada,2020-07-02 22:00:00,1593727200,0.09371,1593727200ada
ada,2020-07-02 23:00:00,1593730800,0.0933,1593730800ada
ada,2020-07-03 00:00:00,1593734400,0.09339,1593734400ada
ada,2020-07-03 01:00:00,1593738000,0.09399,1593738000ada
ada,2020-07-03 02:00:00,1593741600,0.09301,1593741600ada
ada,2020-07-03 03:00:00,1593745200,0.09297000000000001,1593745200ada
ada,2020-07-03 04:00:00,1593748800,0.09311,1593748800ada
ada,2020-07-03 05:00:00,1593752400,0.09357,1593752400ada
ada,2020-07-03 06:00:00,1593756000,0.09305,1593756000ada
ada,2020-07-03 07:00:00,1593759600,0.09409,1593759600ada
ada,2020-07-03 08:00:00,1593763200,0.09441000000000001,1593763200ada
ada,2020-07-03 09:00:00,1593766800,0.09365,1593766800ada
ada,2020-07-03 10:00:00,1593770400,0.09387000000000001,1593770400ada
ada,2020-07-03 11:00:00,1593774000,0.09457,1593774000ada
ada,2020-07-03 12:00:00,1593777600,0.09511,1593777600ada
ada,2020-07-03 13:00:00,1593781200,0.09807,1593781200ada
ada,2020-07-03 14:00:00,1593784800,0.09841,1593784800ada
ada,2020-07-03 15:00:00,1593788400,0.09942999999999999,1593788400ada
ada,2020-07-03 16:00:00,1593792000,0.1008,1593792000ada
ada,2020-07-03 17:00:00,1593795600,0.09913,1593795600ada
ada,2020-07-03 18:00:00,1593799200,0.09995,1593799200ada
ada,2020-07-03 19:00:00,1593802800,0.09915,1593802800ada
ada,2020-07-03 20:00:00,1593806400,0.09913999999999999,1593806400ada
ada,2020-07-03 21:00:00,1593810000,0.0985,1593810000ada
ada,2020-07-03 22:00:00,1593813600,0.09613,1593813600ada
ada,2020-07-03 23:00:00,1593817200,0.09669,1593817200ada
ada,2020-07-04 00:00:00,1593820800,0.09806000000000001,1593820800ada
ada,2020-07-04 01:00:00,1593824400,0.09812,1593824400ada
ada,2020-07-04 02:00:00,1593828000,0.09816,1593828000ada
ada,2020-07-04 03:00:00,1593831600,0.09811,1593831600ada
ada,2020-07-04 04:00:00,1593835200,0.09773,1593835200ada
ada,2020-07-04 05:00:00,1593838800,0.09883,1593838800ada
ada,2020-07-04 06:00:00,1593842400,0.09953,1593842400ada
ada,2020-07-04 07:00:00,1593846000,0.1001,1593846000ada
ada,2020-07-04 08:00:00,1593849600,0.09907,1593849600ada
ada,2020-07-04 09:00:00,1593853200,0.09947,1593853200ada
ada,2020-07-04 10:00:00,1593856800,0.09966,1593856800ada
ada,2020-07-04 11:00:00,1593860400,0.09944,1593860400ada
ada,2020-07-04 12:00:00,1593864000,0.09822,1593864000ada
ada,2020-07-04 13:00:00,1593867600,0.09944,1593867600ada
ada,2020-07-04 14:00:00,1593871200,0.09908,1593871200ada
ada,2020-07-04 15:00:00,1593874800,0.0985,1593874800ada
ada,2020-07-04 16:00:00,1593878400,0.09807,1593878400ada
ada,2020-07-04 17:00:00,1593882000,0.09858,1593882000ada
ada,2020-07-04 18:00:00,1593885600,0.09856000000000001,1593885600ada
ada,2020-07-04 19:00:00,1593889200,0.09872,1593889200ada
ada,2020-07-04 20:00:00,1593892800,0.09859,1593892800ada
ada,2020-07-04 21:00:00,1593896400,0.09831000000000001,1593896400ada
ada,2020-07-04 22:00:00,1593900000,0.09927000000000001,1593900000ada
ada,2020-07-04 23:00:00,1593903600,0.1001,1593903600ada
ada,2020-07-05 00:00:00,1593907200,0.09813,1593907200ada
ada,2020-07-05 01:00:00,1593910800,0.09863,1593910800ada
ada,2020-07-05 02:00:00,1593914400,0.09777999999999999,1593914400ada
ada,2020-07-05 03:00:00,1593918000,0.09815,1593918000ada
ada,2020-07-05 04:00:00,1593921600,0.09782,1593921600ada
ada,2020-07-05 05:00:00,1593925200,0.09607,1593925200ada
ada,2020-07-05 06:00:00,1593928800,0.0963,1593928800ada
ada,2020-07-05 07:00:00,1593932400,0.09686,1593932400ada
ada,2020-07-05 08:00:00,1593936000,0.09756000000000001,1593936000ada
ada,2020-07-05 09:00:00,1593939600,0.09605,1593939600ada
ada,2020-07-05 10:00:00,1593943200,0.09601,1593943200ada
ada,2020-07-05 11:00:00,1593946800,0.09558,1593946800ada
ada,2020-07-05 12:00:00,1593950400,0.09581,1593950400ada
ada,2020-07-05 13:00:00,1593954000,0.09482,1593954000ada
ada,2020-07-05 14:00:00,1593957600,0.09552000000000001,1593957600ada
ada,2020-07-05 15:00:00,1593961200,0.09543,1593961200ada
ada,2020-07-05 16:00:00,1593964800,0.09517,1593964800ada
ada,2020-07-05 17:00:00,1593968400,0.09594,1593968400ada
ada,2020-07-05 18:00:00,1593972000,0.096,1593972000ada
ada,2020-07-05 19:00:00,1593975600,0.09616,1593975600ada
ada,2020-07-05 20:00:00,1593979200,0.09645,1593979200ada
ada,2020-07-05 21:00:00,1593982800,0.09714,1593982800ada
ada,2020-07-05 22:00:00,1593986400,0.09863999999999999,1593986400ada
ada,2020-07-05 23:00:00,1593990000,0.09834,1593990000ada
ada,2020-07-06 00:00:00,1593993600,0.09754,1593993600ada
ada,2020-07-06 01:00:00,1593997200,0.0976,1593997200ada
ada,2020-07-06 02:00:00,1594000800,0.09823,1594000800ada
ada,2020-07-06 03:00:00,1594004400,0.09874,1594004400ada
ada,2020-07-06 04:00:00,1594008000,0.09978,1594008000ada
ada,2020-07-06 05:00:00,1594011600,0.09938,1594011600ada
ada,2020-07-06 06:00:00,1594015200,0.09961,1594015200ada
ada,2020-07-06 07:00:00,1594018800,0.09941,1594018800ada
ada,2020-07-06 08:00:00,1594022400,0.09911,1594022400ada
ada,2020-07-06 09:00:00,1594026000,0.0987,1594026000ada
ada,2020-07-06 10:00:00,1594029600,0.09795,1594029600ada
ada,2020-07-06 11:00:00,1594033200,0.09863999999999999,1594033200ada
ada,2020-07-06 12:00:00,1594036800,0.0986,1594036800ada
ada,2020-07-06 13:00:00,1594040400,0.09811,1594040400ada
ada,2020-07-06 14:00:00,1594044000,0.0981,1594044000ada
